id,levelType,level,group,round,name,type1,type2,heldItem,Move1,Move2,Move3,Move4,nature,ev,baseHp,baseAtk,baseDef,baseSpAtk,baseSpDef,baseSpeed,evHp,evAtk,evDef,evSpAtk,evSpDef,evSpeed
1254,レベル50,50,6,8,ドンカラス,あく,ひこう,いのちのたま,あくのはどう,エアカッター,サイコキネシス,シャドーボール,ひかえめ,HC,100,125,52,105,52,71,252,0,0,252,0,0
1255,レベル50,50,6,8,ハガネール,はがね,じめん,くろいてっきゅう,ジャイロボール,しっぺがえし,いばる,のろい,のんき,AB,75,85,200,55,65,30,0,252,252,0,0,0
1256,レベル50,50,6,8,マニューラ,あく,こおり,きあいのタスキ,つじぎり,シザークロス,メタルクロー,カウンター,いじっぱり,AS,70,120,65,45,85,125,0,252,0,0,0,252
1257,レベル50,50,6,8,グライオン,じめん,ひこう,きあいのタスキ,ハサミギロチン,じしん,とんぼがえり,カウンター,ようき,HS,75,95,125,45,75,95,252,0,0,0,0,252
1258,レベル50,50,6,8,ドククラゲ,みず,どく,きあいのタスキ,なみのり,ヘドロばくだん,ギガドレイン,ミラーコート,ひかえめ,CD,80,70,65,80,120,100,0,0,0,252,252,0
1259,レベル50,50,6,8,プテラ,いわ,ひこう,ヤチェのみ,ギガインパクト,じしん,いわなだれ,かみくだく,いじっぱり,AS,80,105,65,60,75,130,0,252,0,0,0,252
1260,レベル50,50,6,8,ポリゴン2,ノーマル,,ものしりメガネ,トライアタック,10まんボルト,サイコキネシス,れいとうビーム,ひかえめ,HC,85,80,90,105,95,60,252,0,0,252,0,0
1261,レベル50,50,6,8,ベロベルト,ノーマル,,ラムのみ,おんがえし,ジャイロボール,のろい,ねむる,ゆうかん,HA,110,85,95,80,95,50,252,252,0,0,0,0
1262,レベル50,50,6,8,メガヤンマ,むし,ひこう,ラムのみ,ぎんいろのかぜ,げんしのちから,あやしいかぜ,ギガドレイン,ひかえめ,CS,86,76,86,116,56,95,0,0,0,252,0,252
1263,レベル50,50,6,8,サーナイト,エスパー,,ひかりのこな,サイコキネシス,チャージビーム,エナジーボール,きあいだま,ひかえめ,CD,68,65,65,125,115,80,0,0,0,252,252,0
1264,レベル50,50,6,8,エルレイド,エスパー,かくとう,ピントレンズ,サイコカッター,ストーンエッジ,つばめがえし,シザークロス,いじっぱり,AD,68,125,65,65,115,80,0,252,0,0,252,0
1265,レベル50,50,6,8,ナッシー,くさ,エスパー,きあいのタスキ,ウッドハンマー,しねんのずつき,トリックルーム,だいばくはつ,ゆうかん,HA,95,95,85,125,65,55,252,252,0,0,0,0
1266,レベル50,50,6,8,スターミー,みず,エスパー,ものしりメガネ,なみのり,サイコキネシス,パワージェム,シグナルビーム,ひかえめ,CS,60,75,85,100,85,115,0,0,0,252,0,252
1267,レベル50,50,6,8,フライゴン,じめん,ドラゴン,しろいハーブ,りゅうせいぐん,だいちのちから,かえんほうしゃ,ギガドレイン,おくびょう,CS,80,100,80,80,80,100,0,0,0,252,0,252
1268,レベル50,50,6,8,シャワーズ,みず,,たべのこし,だくりゅう,ふぶき,アクアリング,あくび,ひかえめ,HC,130,65,60,110,95,65,252,0,0,252,0,0
1269,レベル50,50,6,8,サンダース,でんき,,のんきのおこう,かみなり,シャドーボール,あまごい,あくび,おくびょう,CS,65,65,60,110,95,130,0,0,0,252,0,252
1270,レベル50,50,6,8,ブースター,ほのお,,しろいハーブ,オーバーヒート,シャドーボール,どろかけ,おにび,ひかえめ,CD,65,130,60,95,110,65,0,0,0,252,252,0
1271,レベル50,50,6,8,エーフィ,エスパー,,ラムのみ,サイコキネシス,シャドーボール,はかいこうせん,くさむすび,ひかえめ,CS,65,65,60,130,95,110,0,0,0,252,0,252
1272,レベル50,50,6,8,ブラッキー,あく,,のんきのおこう,だましうち,いばる,じこあんじ,いやなおと,わんぱく,HB,95,65,110,60,130,65,252,0,252,0,0,0
1273,レベル50,50,6,8,リーフィア,くさ,,あついいわ,リーフブレード,シザークロス,こうごうせい,にほんばれ,いじっぱり,AB,65,110,130,60,65,95,0,252,252,0,0,0
1274,レベル50,50,6,8,グレイシア,こおり,,きあいのタスキ,ふぶき,はかいこうせん,あられ,ミラーコート,ひかえめ,BC,65,60,110,130,95,65,0,0,252,252,0,0
1275,レベル50,50,6,8,ルカリオ,かくとう,はがね,ちからのハチマキ,インファイト,じしん,ブレイズキック,シャドークロー,いじっぱり,AS,70,110,70,115,70,90,0,252,0,0,0,252
1276,レベル50,50,6,8,カバルドン,じめん,,しろいハーブ,ばかぢから,ほのおのキバ,こおりのキバ,じわれ,いじっぱり,HA,108,112,118,68,72,47,252,252,0,0,0,0
1277,レベル50,50,6,8,ダイノーズ,いわ,はがね,ピントレンズ,ストーンエッジ,アイアンヘッド,じしん,だいばくはつ,いじっぱり,AB,60,55,145,75,150,40,0,252,252,0,0,0
1278,レベル50,50,6,8,ヨノワール,ゴースト,,ピントレンズ,シャドーパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,いじっぱり,AD,45,100,135,65,135,45,0,252,0,0,252,0
1279,レベル50,50,6,8,ボスゴドラ,はがね,いわ,ちからのハチマキ,アイアンテール,ドラゴンダイブ,ゆきなだれ,つばめがえし,いじっぱり,AB,70,110,180,60,60,50,0,252,252,0,0,0
1280,レベル50,50,6,8,トドゼルガ,こおり,みず,のんきのおこう,ぜったいれいど,じわれ,ねむる,ねごと,ずぶとい,BD,110,80,90,95,90,65,0,0,252,0,252,0
1281,レベル50,50,6,8,マンムー,こおり,じめん,のんきのおこう,じしん,ばかぢから,じわれ,あられ,いじっぱり,HA,110,130,80,70,60,80,252,252,0,0,0,0
1282,レベル50,50,6,8,ラプラス,みず,こおり,ラムのみ,たきのぼり,げきりん,しねんのずつき,りゅうのまい,いじっぱり,HA,130,85,80,85,95,60,252,252,0,0,0,0
1283,レベル50,50,6,8,クロバット,どく,ひこう,おうじゃのしるし,エアスラッシュ,ヘドロばくだん,ねっぷう,あくのはどう,ひかえめ,CS,85,90,80,70,80,130,0,0,0,252,0,252
1284,レベル50,50,6,8,ジバコイル,でんき,はがね,カゴのみ,チャージビーム,ラスターカノン,でんじふゆう,でんじは,ひかえめ,BC,70,70,115,130,90,60,0,0,252,252,0,0
1285,レベル50,50,6,8,ドサイドン,じめん,いわ,きあいのタスキ,つのドリル,ゆきなだれ,しっぺがえし,カウンター,わんぱく,HB,115,140,130,55,55,40,252,0,252,0,0,0
1286,レベル50,50,6,8,モジャンボ,くさ,,あついいわ,ソーラービーム,しぼりとる,こうごうせい,にほんばれ,ひかえめ,BC,100,100,125,110,50,50,0,0,252,252,0,0
1287,レベル50,50,6,8,ポリゴンZ,ノーマル,,ものしりメガネ,サイコキネシス,れいとうビーム,シグナルビーム,チャージビーム,ひかえめ,HC,85,80,70,135,75,90,252,0,0,252,0,0
1288,レベル50,50,6,8,ギャラドス,みず,ひこう,キーのみ,げきりん,たきのぼり,ストーンエッジ,ギガインパクト,いじっぱり,AD,95,125,79,60,100,81,0,252,0,0,252,0
1289,レベル50,50,6,8,カビゴン,ノーマル,,しろいハーブ,げきりん,ばかぢから,ダストシュート,タネばくだん,いじっぱり,AD,160,110,65,65,110,30,0,252,0,0,252,0
1290,レベル50,50,6,8,キングドラ,みず,ドラゴン,ラムのみ,たきのぼり,げきりん,アイアンヘッド,りゅうのまい,いじっぱり,HA,75,95,95,95,95,85,252,252,0,0,0,0
1291,レベル50,50,6,8,ハピナス,ノーマル,,ひかりのこな,かえんほうしゃ,10まんボルト,れいとうビーム,めいそう,ひかえめ,HC,255,10,10,75,135,55,252,0,0,252,0,0
1292,レベル50,50,6,8,ミロカロス,みず,,こうかくレンズ,ハイドロポンプ,ふぶき,ミラーコート,じこさいせい,おだやか,CD,95,60,79,100,125,81,0,0,0,252,252,0
1293,レベル50,50,6,8,エレキブル,でんき,,ものしりメガネ,10まんボルト,サイコキネシス,きあいだま,シグナルビーム,ひかえめ,CS,75,123,67,95,85,95,0,0,0,252,0,252
1294,レベル50,50,6,8,ブーバーン,ほのお,,イトケのみ,フレアドライブ,かみなりパンチ,じしん,かわらわり,いじっぱり,AS,75,95,67,125,95,83,0,252,0,0,0,252
1295,レベル50,50,6,8,トゲキッス,ノーマル,ひこう,ものしりメガネ,エアスラッシュ,ねっぷう,シグナルビーム,マジカルリーフ,ひかえめ,CS,85,50,95,120,115,80,0,0,0,252,0,252
1296,レベル50,50,6,8,ウインディ,ほのお,,しろいハーブ,オーバーヒート,ソーラービーム,りゅうのはどう,にほんばれ,ひかえめ,CS,90,110,80,100,80,95,0,0,0,252,0,252
1297,レベル50,50,6,8,カイリュー,ドラゴン,ひこう,たつじんのおび,りゅうせいぐん,かえんほうしゃ,10まんボルト,なみのり,ひかえめ,BC,91,134,95,100,100,80,0,0,252,252,0,0
1298,レベル50,50,6,8,バンギラス,いわ,あく,しろいハーブ,ばかぢから,ドラゴンクロー,シャドークロー,アクアテール,いじっぱり,AB,100,134,110,95,100,61,0,252,252,0,0,0
1299,レベル50,50,6,8,ボーマンダ,ドラゴン,ひこう,ものしりメガネ,りゅうせいぐん,ハイドロポンプ,かえんほうしゃ,あやしいかぜ,ひかえめ,CS,95,135,80,110,80,100,0,0,0,252,0,252
1300,レベル50,50,6,8,メタグロス,はがね,エスパー,オッカのみ,アームハンマー,かみなりパンチ,れいとうパンチ,つばめがえし,いじっぱり,AB,80,135,130,95,90,70,0,252,252,0,0,0
1301,レベル50,50,6,8,ガブリアス,ドラゴン,じめん,きあいのタスキ,ドラゴンダイブ,ストーンエッジ,アクアテール,つばめがえし,いじっぱり,AS,108,130,95,80,85,102,0,252,0,0,0,252
1302,レベル50,50,6,8,ケッキング,ノーマル,,いのちのたま,おんがえし,つじぎり,ダストシュート,つばめがえし,ようき,AS,150,160,100,95,65,100,0,252,0,0,0,252
1303,レベル50,50,7,8,フシギバナ,くさ,どく,ものしりメガネ,ハードプラント,ヘドロばくだん,はかいこうせん,こうごうせい,ひかえめ,HC,80,82,83,100,100,80,252,0,0,252,0,0
1304,レベル50,50,7,8,リザードン,ほのお,ひこう,ひかりのこな,ブラストバーン,エアスラッシュ,きあいだま,げんしのちから,おくびょう,CS,78,84,78,109,85,100,0,0,0,252,0,252
1305,レベル50,50,7,8,カメックス,みず,,かいがらのすず,ハイドロカノン,れいとうビーム,はかいこうせん,きあいだま,ひかえめ,HC,79,83,100,85,105,78,252,0,0,252,0,0
1306,レベル50,50,7,8,メガニウム,くさ,,のんきのおこう,ハードプラント,げんしのちから,はかいこうせん,ひかりのかべ,ひかえめ,HC,80,82,100,83,100,80,252,0,0,252,0,0
1307,レベル50,50,7,8,バクフーン,ほのお,,しろいハーブ,オーバーヒート,ソーラービーム,きあいだま,にほんばれ,ひかえめ,CS,78,84,78,109,85,100,0,0,0,252,0,252
1308,レベル50,50,7,8,オーダイル,みず,,ラムのみ,たきのぼり,じしん,こおりのキバ,りゅうのまい,いじっぱり,AB,85,105,100,79,83,78,0,252,252,0,0,0
1309,レベル50,50,7,8,ジュカイン,くさ,,オッカのみ,リーフストーム,りゅうのはどう,きあいだま,はかいこうせん,おくびょう,CS,70,85,65,105,85,120,0,0,0,252,0,252
1310,レベル50,50,7,8,バシャーモ,ほのお,かくとう,しろいハーブ,フレアドライブ,ばかぢから,かみなりパンチ,つじぎり,いじっぱり,AS,80,120,70,110,70,80,0,252,0,0,0,252
1311,レベル50,50,7,8,ラグラージ,みず,じめん,リンドのみ,じしん,アクアテール,ゆきなだれ,ミラーコート,いじっぱり,HA,100,110,90,85,90,60,252,252,0,0,0,0
1312,レベル50,50,7,8,ドダイトス,くさ,じめん,せんせいのツメ,ウッドハンマー,じしん,ストーンエッジ,かみくだく,いじっぱり,HA,95,109,105,75,85,56,252,252,0,0,0,0
1313,レベル50,50,7,8,ゴウカザル,ほのお,かくとう,おうじゃのしるし,フレアドライブ,インファイト,じしん,かみなりパンチ,ようき,AS,76,104,71,104,71,108,0,252,0,0,0,252
1314,レベル50,50,7,8,エンペルト,みず,はがね,せんせいのツメ,ハイドロカノン,ラスターカノン,ドリルくちばし,じしん,ゆうかん,AC,84,86,88,111,101,60,0,252,0,252,0,0
1315,レベル50,50,7,8,ダグトリオ,じめん,,ちからのハチマキ,じしん,ストーンエッジ,きりさく,シャドークロー,いじっぱり,AS,35,80,50,50,70,120,0,252,0,0,0,252
1316,レベル50,50,7,8,ガラガラ,じめん,,ふといホネ,じしん,ストーンエッジ,アイアンヘッド,かみなりパンチ,いじっぱり,AB,60,80,110,50,80,45,0,252,252,0,0,0
1317,レベル50,50,7,8,チャーレム,かくとう,エスパー,ピントレンズ,サイコカッター,ほのおのパンチ,かみなりパンチ,れいとうパンチ,いじっぱり,AS,60,60,75,60,75,80,0,252,0,0,0,252
1318,レベル50,50,7,8,ヌオー,みず,じめん,ちからのハチマキ,じしん,たきのぼり,ストーンエッジ,れいとうパンチ,いじっぱり,HA,95,85,85,65,65,35,252,252,0,0,0,0
1319,レベル50,50,7,8,グランブル,ノーマル,,いのちのたま,ギガインパクト,インファイト,じしん,ストーンエッジ,いじっぱり,HA,90,120,75,60,60,45,252,252,0,0,0,0
1320,レベル50,50,7,8,ルージュラ,こおり,エスパー,こだわりメガネ,れいとうビーム,サイコキネシス,きあいだま,シャドーボール,ひかえめ,CS,65,50,35,115,95,95,0,0,0,252,0,252
1321,レベル50,50,7,8,バリヤード,エスパー,,こだわりメガネ,サイコキネシス,チャージビーム,シャドーボール,きあいだま,ひかえめ,CD,40,45,65,100,120,90,0,0,0,252,252,0
1322,レベル50,50,7,8,ランターン,みず,でんき,たつじんのおび,なみのり,10まんボルト,れいとうビーム,シグナルビーム,ひかえめ,HC,125,58,58,76,76,67,252,0,0,252,0,0
1323,レベル50,50,7,8,キノガッサ,くさ,かくとう,かいがらのすず,きあいパンチ,タネばくだん,ギガインパクト,キノコのほうし,いじっぱり,AB,60,130,80,60,60,70,0,252,252,0,0,0
1324,レベル50,50,7,8,フォレトス,むし,はがね,のんきのおこう,だいばくはつ,すてみタックル,じしん,いわなだれ,いじっぱり,AB,75,90,140,60,60,40,0,252,252,0,0,0
1325,レベル50,50,7,8,エアームド,はがね,ひこう,いのちのたま,ブレイブバード,はがねのつばさ,シザークロス,いわなだれ,いじっぱり,AB,65,80,140,40,70,70,0,252,252,0,0,0
1326,レベル50,50,7,8,アブソル,あく,,こだわりハチマキ,つじぎり,ばかぢから,ギガインパクト,しねんのずつき,いじっぱり,AS,65,130,60,75,60,75,0,252,0,0,0,252
1327,レベル50,50,7,8,ナマズン,みず,じめん,ちからのハチマキ,じしん,アクアテール,しねんのずつき,ストーンエッジ,いじっぱり,HA,110,78,73,76,71,60,252,252,0,0,0,0
1328,レベル50,50,7,8,ハリテヤマ,かくとう,,ピントレンズ,クロスチョップ,じしん,ストーンエッジ,どくづき,いじっぱり,HA,144,120,60,40,60,50,252,252,0,0,0,0
1329,レベル50,50,7,8,ビークイン,むし,ひこう,かいがらのすず,こうげきしれい,ぼうぎょしれい,かいふくしれい,あやしいひかり,いじっぱり,HA,70,80,102,80,102,40,252,252,0,0,0,0
1330,レベル50,50,7,8,ライチュウ,でんき,,ひかりのこな,ボルテッカー,おんがえし,かわらわり,でんじは,いじっぱり,AS,60,90,55,90,80,100,0,252,0,0,0,252
1331,レベル50,50,7,8,ジュゴン,みず,こおり,カゴのみ,なみのり,れいとうビーム,シグナルビーム,ねむる,おだやか,CD,90,70,80,70,95,70,0,0,0,252,252,0
1332,レベル50,50,7,8,ライボルト,でんき,,ひかりのこな,10まんボルト,かえんほうしゃ,シグナルビーム,スピードスター,おくびょう,CS,70,75,60,105,60,105,0,0,0,252,0,252
1333,レベル50,50,7,8,ムクホーク,ノーマル,ひこう,こだわりハチマキ,ブレイブバード,ギガインパクト,インファイト,とんぼがえり,いじっぱり,AS,85,120,70,50,50,100,0,252,0,0,0,252
1334,レベル50,50,7,8,トリトドン,みず,じめん,ものしりメガネ,なみのり,だいちのちから,れいとうビーム,ヘドロばくだん,ひかえめ,HC,111,83,68,92,82,39,252,0,0,252,0,0
1335,レベル50,50,7,8,スカタンク,どく,あく,ちからのハチマキ,どくづき,つじぎり,かみくだく,だいばくはつ,ようき,AS,103,93,67,71,61,84,0,252,0,0,0,252
1336,レベル50,50,7,8,ラフレシア,くさ,どく,ものしりメガネ,ヘドロばくだん,エナジーボール,はかいこうせん,こうごうせい,ひかえめ,HC,75,80,85,100,90,50,252,0,0,252,0,0
1337,レベル50,50,7,8,ウツボット,くさ,どく,きあいのハチマキ,ソーラービーム,ヘドロばくだん,しぼりとる,にほんばれ,ひかえめ,HC,80,105,65,100,60,70,252,0,0,252,0,0
1338,レベル50,50,7,8,マルマイン,でんき,,きあいのタスキ,10まんボルト,シグナルビーム,だいばくはつ,ミラーコート,きまぐれ,CS,60,50,70,80,80,140,0,0,0,252,0,252
1339,レベル50,50,7,8,ルンパッパ,みず,くさ,ラムのみ,なみのり,ギガドレイン,れいとうビーム,あまごい,ひかえめ,CD,80,70,70,90,100,70,0,0,0,252,252,0
1340,レベル50,50,7,8,ダーテング,くさ,あく,クラボのみ,タネばくだん,ふいうち,つばめがえし,だいばくはつ,いじっぱり,HA,90,100,60,90,60,80,252,252,0,0,0,0
1341,レベル50,50,7,8,バクオング,ノーマル,,しろいハーブ,ハイパーボイス,オーバーヒート,なみのり,れいとうビーム,ひかえめ,HC,104,91,63,91,63,68,252,0,0,252,0,0
1342,レベル50,50,7,8,オニゴーリ,こおり,,のんきのおこう,ふぶき,あくのはどう,ぜったいれいど,あられ,ひかえめ,HC,80,80,80,80,80,80,252,0,0,252,0,0
1343,レベル50,50,7,8,ミミロップ,ノーマル,,ちからのハチマキ,ピヨピヨパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ようき,AS,65,76,84,54,96,105,0,252,0,0,0,252
1344,レベル50,50,7,8,ユキメノコ,こおり,ゴースト,のんきのおこう,ふぶき,シャドーボール,サイコキネシス,あられ,ひかえめ,CS,70,80,70,80,70,110,0,0,0,252,0,252
1345,レベル50,50,7,8,エテボース,ノーマル,,いのちのたま,ダブルアタック,ほのおのパンチ,かみなりパンチ,れいとうパンチ,いじっぱり,AS,75,100,66,60,66,115,0,252,0,0,0,252
1346,レベル50,50,7,8,スリーパー,エスパー,,こだわりメガネ,サイコキネシス,シャドーボール,シグナルビーム,きあいだま,ひかえめ,CD,85,73,70,73,115,67,0,0,0,252,252,0
1347,レベル50,50,7,8,ゴローニャ,いわ,じめん,せんせいのツメ,じしん,ストーンエッジ,ジャイロボール,だいばくはつ,ゆうかん,AB,80,110,130,55,65,45,0,252,252,0,0,0
1348,レベル50,50,7,8,サイドン,じめん,いわ,せんせいのツメ,じしん,ストーンエッジ,メガホーン,つのドリル,いじっぱり,HA,105,130,120,45,45,40,252,252,0,0,0,0
1349,レベル50,50,7,8,ヤドラン,みず,エスパー,たべのこし,サイコキネシス,なみのり,れいとうビーム,トリックルーム,れいせい,HC,95,75,110,100,80,30,252,0,0,252,0,0
1350,レベル50,50,7,8,マタドガス,どく,,せんせいのツメ,ヘドロばくだん,かえんほうしゃ,シャドーボール,みちづれ,ひかえめ,BC,65,90,120,85,70,60,0,0,252,252,0,0
1351,レベル50,50,7,8,ガルーラ,ノーマル,,ちからのハチマキ,ギガインパクト,じしん,かみくだく,げきりん,いじっぱり,HA,105,95,80,40,80,90,252,252,0,0,0,0
1352,レベル50,50,7,8,ケンタロス,ノーマル,,こだわりハチマキ,おんがえし,じしん,ストーンエッジ,しねんのずつき,いじっぱり,AS,75,100,95,40,70,110,0,252,0,0,0,252
1353,レベル50,50,7,8,フーディン,エスパー,,たつじんのおび,サイコキネシス,シャドーボール,エナジーボール,きあいだま,ひかえめ,CS,55,50,45,135,85,120,0,0,0,252,0,252
1354,レベル50,50,7,8,ヤドキング,みず,エスパー,ものしりメガネ,サイコキネシス,なみのり,れいとうビーム,かえんほうしゃ,ひかえめ,HC,95,75,80,100,110,30,252,0,0,252,0,0
1355,レベル50,50,7,8,ミルタンク,ノーマル,,ちからのハチマキ,ギガインパクト,じしん,いわなだれ,しねんのずつき,いじっぱり,AS,95,80,105,40,70,100,0,252,0,0,0,252
1356,レベル50,50,7,8,チルタリス,ドラゴン,ひこう,しろいハーブ,りゅうせいぐん,エアカッター,かえんほうしゃ,れいとうビーム,ひかえめ,CS,75,70,90,70,105,80,0,0,0,252,0,252
1357,レベル50,50,7,8,ドクロッグ,どく,かくとう,するどいツメ,ダストシュート,クロスチョップ,じしん,ストーンエッジ,いじっぱり,AS,83,106,65,86,65,85,0,252,0,0,0,252
1358,レベル50,50,7,8,ユキノオー,くさ,こおり,かいがらのすず,ウッドハンマー,ゆきなだれ,じしん,いわなだれ,ゆうかん,HA,90,92,75,92,85,60,252,252,0,0,0,0
1359,レベル50,50,7,8,ニドクイン,どく,じめん,するどいツメ,じしん,どくづき,ばかぢから,かみくだく,いじっぱり,HA,90,82,87,75,85,76,252,252,0,0,0,0
1360,レベル50,50,7,8,ニドキング,どく,じめん,ちからのハチマキ,じしん,どくづき,メガホーン,げきりん,いじっぱり,AS,81,92,77,85,75,85,0,252,0,0,0,252
1361,レベル50,50,7,8,ユレイドル,いわ,くさ,たべのこし,ストーンエッジ,タネばくだん,じしん,ミラーコート,おだやか,HBD,86,81,97,81,107,43,170,0,170,0,170,0
1362,レベル50,50,7,8,アーマルド,いわ,むし,いのちのたま,ストーンエッジ,シザークロス,じしん,クロスポイズン,いじっぱり,AB,75,125,100,70,80,45,0,252,252,0,0,0
1363,レベル50,50,7,8,トリデプス,いわ,はがね,きあいのタスキ,メタルバースト,ストーンエッジ,ゆきなだれ,のろい,いじっぱり,HA,60,52,168,47,138,30,252,252,0,0,0,0
1364,レベル50,50,7,8,フローゼル,みず,,するどいキバ,アクアテール,こおりのキバ,かみくだく,かわらわり,いじっぱり,AS,85,105,55,85,50,115,0,252,0,0,0,252
1365,レベル50,50,7,8,ムウマージ,ゴースト,,きあいのタスキ,シャドーボール,サイコキネシス,10まんボルト,みちづれ,おくびょう,CS,60,60,60,105,105,105,0,0,0,252,0,252
1366,レベル50,50,7,8,フワライド,ゴースト,ひこう,のんきのおこう,シャドーボール,エアカッター,ぎんいろのかぜ,だいばくはつ,すなお,HA,150,80,44,90,54,80,252,252,0,0,0,0
1367,レベル50,50,7,8,ゴルダック,みず,,ソクノのみ,ハイドロポンプ,サイコキネシス,れいとうビーム,シグナルビーム,ひかえめ,HC,80,82,78,95,80,85,252,0,0,252,0,0
1368,レベル50,50,7,8,ニョロボン,みず,かくとう,たつじんのおび,たきのぼり,きあいパンチ,じしん,さいみんじゅつ,いじっぱり,HA,90,85,95,70,90,70,252,252,0,0,0,0
1369,レベル50,50,7,8,ギャロップ,ほのお,,カゴのみ,フレアドライブ,メガホーン,すてみタックル,さいみんじゅつ,ようき,AS,65,100,70,80,80,105,0,252,0,0,0,252
1370,レベル50,50,7,8,ベトベトン,どく,,せんせいのツメ,ダストシュート,かげうち,かわらわり,だいばくはつ,いじっぱり,HA,105,105,75,65,100,50,252,252,0,0,0,0
1371,レベル50,50,7,8,ゲンガー,ゴースト,どく,ラムのみ,シャドーボール,ヘドロばくだん,10まんボルト,みちづれ,ひかえめ,CS,60,65,60,130,75,110,0,0,0,252,0,252
1372,レベル50,50,7,8,デンリュウ,でんき,,フォーカスレンズ,かみなり,きあいだま,シグナルビーム,パワージェム,れいせい,HC,90,75,75,115,90,55,252,0,0,252,0,0
1373,レベル50,50,7,8,ニョロトノ,みず,,ソクノのみ,ハイドロポンプ,れいとうビーム,サイコキネシス,さいみんじゅつ,ひかえめ,CD,90,75,75,90,100,70,0,0,0,252,252,0
1374,レベル50,50,7,8,カイロス,むし,,ピントレンズ,シザークロス,じしん,インファイト,ハサミギロチン,いじっぱり,AB,65,125,100,55,70,85,0,252,252,0,0,0
1375,レベル50,50,7,8,ハッサム,むし,はがね,オッカのみ,シザークロス,アイアンヘッド,つばめがえし,つじぎり,いじっぱり,AB,70,130,100,55,80,65,0,252,252,0,0,0
1376,レベル50,50,7,8,ヘラクロス,むし,かくとう,カムラのみ,メガホーン,じしん,きしかいせい,こらえる,ようき,AS,80,125,75,40,95,85,0,252,0,0,0,252
1377,レベル50,50,7,8,リングマ,ノーマル,,せんせいのツメ,おんがえし,クロスチョップ,じしん,つばめがえし,いじっぱり,HA,90,130,75,75,75,55,252,252,0,0,0,0
1378,レベル50,50,7,8,ヘルガー,あく,ほのお,しろいハーブ,オーバーヒート,あくのはどう,ソーラービーム,にほんばれ,おくびょう,CS,75,90,50,110,80,95,0,0,0,252,0,252
1379,レベル50,50,7,8,ドンファン,じめん,,せんせいのツメ,じしん,ストーンエッジ,タネばくだん,じわれ,いじっぱり,AB,90,120,120,60,60,50,0,252,252,0,0,0
1380,レベル50,50,7,8,ホエルオー,みず,,せんせいのツメ,ハイドロポンプ,ふぶき,はかいこうせん,じわれ,ひかえめ,HC,170,90,45,90,45,60,252,0,0,252,0,0
1381,レベル50,50,7,8,ネンドール,じめん,エスパー,のんきのおこう,じしん,しねんのずつき,いわなだれ,だいばくはつ,いじっぱり,AD,60,70,105,70,120,75,0,252,0,0,252,0
1382,レベル50,50,7,8,ラムパルド,いわ,,こだわりスカーフ,もろはのずつき,じしん,ギガインパクト,ばかぢから,ようき,AS,97,165,60,65,50,58,0,252,0,0,0,252
1383,レベル50,50,7,8,ドータクン,はがね,エスパー,せんせいのツメ,しねんのずつき,アイアンヘッド,じしん,だいばくはつ,いじっぱり,HA,67,89,116,79,116,33,252,252,0,0,0,0
1384,レベル50,50,7,8,ドラピオン,どく,あく,するどいツメ,クロスポイズン,つじぎり,じしん,つばめがえし,いじっぱり,AS,70,90,110,60,75,95,0,252,0,0,0,252
1385,レベル50,50,7,8,レントラー,でんき,,ちからのハチマキ,かみなりのキバ,こおりのキバ,かみくだく,でんじは,いじっぱり,HA,80,120,79,95,79,70,252,252,0,0,0,0
1386,レベル50,50,7,8,キュウコン,ほのお,,イトケのみ,かえんほうしゃ,じんつうりき,エナジーボール,めいそう,ひかえめ,CS,73,76,75,81,100,100,0,0,0,252,0,252
1387,レベル50,50,7,8,カイリキー,かくとう,,せんせいのツメ,クロスチョップ,じしん,かみなりパンチ,ほのおのパンチ,いじっぱり,HA,90,130,80,65,85,55,252,252,0,0,0,0
1388,レベル50,50,7,8,ツボツボ,むし,いわ,たべのこし,どくどく,みがわり,かげぶんしん,すなあらし,おだやか,HBD,20,10,230,10,230,5,170,0,170,0,170,0
1389,レベル50,50,7,8,ロズレイド,くさ,どく,しろいハーブ,リーフストーム,ヘドロばくだん,シャドーボール,ウェザーボール,ひかえめ,CS,60,70,55,125,105,90,0,0,0,252,0,252
1390,レベル50,50,7,8,ドンカラス,あく,ひこう,ピントレンズ,つじぎり,ドリルくちばし,ふいうち,はがねのつばさ,いじっぱり,HA,100,125,52,105,52,71,252,252,0,0,0,0
1391,レベル50,50,7,8,ハガネール,はがね,じめん,せんせいのツメ,ジャイロボール,じしん,ストーンエッジ,だいばくはつ,ゆうかん,AB,75,85,200,55,65,30,0,252,252,0,0,0
1392,レベル50,50,7,8,マニューラ,あく,こおり,するどいツメ,つじぎり,れいとうパンチ,つばめがえし,かわらわり,ようき,AS,70,120,65,45,85,125,0,252,0,0,0,252
1393,レベル50,50,7,8,グライオン,じめん,ひこう,たつじんのおび,じしん,つばめがえし,シザークロス,ストーンエッジ,いじっぱり,AB,75,95,125,45,75,95,0,252,252,0,0,0
1394,レベル50,50,7,8,ドククラゲ,みず,どく,ピントレンズ,ハイドロポンプ,ヘドロばくだん,れいとうビーム,しぼりとる,おくびょう,CS,80,70,65,80,120,100,0,0,0,252,0,252
